"Sorry, you can’t order preorder and regular products together.
                    Please, rearrange your shopping cart.","Sorry, you can’t order preorder and regular products together.
                    Please, rearrange your shopping cart."
"Preorder and regular products are not allowed to be added to the same shopping cart.","Preorder and regular products are not allowed to be added to the same shopping cart."
"Allow Mixed Carts","Allow Mixed Carts"
"If set to ""No"", customers will not be allowed to add both regular and preorder products to the same cart.","If set to ""No"", customers will not be allowed to add both regular and preorder products to the same cart."
